t,e_norm,omega_norm,q0,q1,q2,q3,omega0,omega1,omega2,u0,u1,u2
3.794999999999693,0.006138097695357878,0.008353563495293044,0.9999811617009005,-0.005844905734675789,0.0018485037208653863,-0.0003104098330571994,0.007877351307266339,0.0012049196218241291,-0.0025054995822679817,0.007624920324170479,-0.009803854127109803,0.006252638496764761
3.795999999999693,0.006134589351125029,0.008359585085353642,0.9999811832297112,-0.0058409668772965405,0.0018490951784813682,-0.00031167204908086674,0.007886883208549751,0.001195107876453592,-0.0025002906266275585,0.00759010109208666,-0.009786596466832657,0.006247269449578584
3.796999999999693,0.0061310757081041115,0.008365590640390538,0.9999812047787007,-0.005837023261550825,0.0018496817483248677,-0.00031293164194879546,0.00789637157810974,0.0011853133956579846,-0.0024950861342014283,0.007555349889983819,-0.00976935378461544,0.006241898836198039
3.7979999999996927,0.006127556786765288,0.008371580056606443,0.9999812263476876,-0.005833074909188721,0.0018502634390016415,-0.00031418861392505047,0.007905816501021373,0.0011755361645281114,-0.0024898861062778456,0.007520666634712139,-0.009752126085062788,0.006236526668255893
3.7989999999996926,0.006124032607544503,0.00837755323154688,0.999981247936491,-0.005829121841917784,0.0018508402591100458,-0.00031544296727428013,0.007915218062255673,0.001165776168149761,-0.002484690544135663,0.007486051243159791,-0.009734913372739705,0.006231152957368447
3.7999999999996925,0.006120503190843505,0.008383510064088244,0.9999812695449306,-0.005825164081403094,0.0018514122172410342,-0.00031669470426171195,0.007924576346679663,0.0011560333916037471,-0.0024794994490443425,0.00745150363225305,-0.009717715652171631,0.0062257777151355324
3.8009999999996924,0.0061169685570298575,0.008389450454425941,0.999981291172826,-0.005821201649267312,0.0018519793219781548,-0.00031794382715314784,0.007933891439056415,0.0011463078199659502,-0.002474312822263968,0.0074170237189564205,-0.009700532927844521,0.0062204009531405275
3.8019999999996923,0.006113428726436951,0.00839537430406264,0.999981312819998,-0.0058172345670907295,0.001852541581897549,-0.00031919033821495996,0.007943163424045097,0.0011365994383073577,-0.002469130665045258,0.007382611420272724,-0.009683365204204911,0.006215022682950356
3.802999999999692,0.006109883719364023,0.008401281515796595,0.9999813344862672,-0.00581326285641132,0.0018530990055679452,-0.00032043423971408574,0.007952392386201025,0.0011269082316941047,-0.002463952978629577,0.0073482666532432295,-0.00966621248565999,0.006209642916115496
3.803999999999692,0.006106333556076172,0.008407171993710076,0.9999813561714549,-0.005809286538724794,0.0018536516015506608,-0.00032167553391802383,0.007961578409975707,0.0011172341851875143,-0.002458779764248949,0.007313989334947764,-0.009649074776577672,0.006204261664169994
3.804999999999692,0.006102778256804371,0.008413045643157884,0.9999813778753824,-0.005805305635484648,0.001854199378399596,-0.0003229142230948293,0.00797072157971689,0.0011075772838441394,-0.0024536110231260697,0.007279779382504809,-0.009631952081286662,0.006198878938631457
3.805999999999692,0.006099217841745482,0.008418902370755973,0.999981399597872,-0.005801320168102216,0.0018547423446612326,-0.0003241503095131093,0.007979821979668619,0.0010979375127158012,-0.0024484467564743176,0.007245636713071626,-0.009614844404076534,0.006193494751001073
3.8069999999996917,0.0060956523310622766,0.008424742084370145,0.9999814213387461,-0.005797330157946725,0.0018552805088746327,-0.0003253837954420187,0.00798887969397127,0.0010883148568496318,-0.0024432869654977666,0.00721156124384436,-0.009597751749197794,0.006188109112763608
3.8079999999996916,0.006092081744883448,0.008430564693104837,0.9999814430978275,-0.005793335626345344,0.0018558138795714335,-0.0003266146831512552,0.007997894806661611,0.0010787093012881125,-0.0024381316513911997,0.007177552892058153,-0.009580674120861958,0.00618272203538742
3.8089999999996915,0.006088506103303629,0.008436370107292012,0.9999814648749397,-0.005789336594583235,0.001856342465275847,-0.0003278429749110555,0.008006867401672845,0.0010691208310691154,-0.00243298081534012,0.00714361157498725,-0.009563611523241618,0.0061773335303244616
3.8099999999996914,0.006084925426383407,0.008442158238480142,0.999981486669906,-0.005785333083903609,0.0018568662745046564,-0.00032906867299219015,0.008015797562834662,0.0010595494312259435,-0.0024278344585207633,0.007109737209945111,-0.009546563960470513,0.0061719436090102876
3.8109999999996913,0.006081339734149338,0.008447928999423255,0.9999815084825509,-0.005781325115507773,0.001857385315767214,-0.00033029177966595964,0.008024685373873288,0.0010499950867873698,-0.0024226925821001096,0.007075929714284515,-0.009529531436643595,0.006166552282864057
3.811999999999691,0.0060777490465939695,0.008453682304070093,0.9999815303126987,-0.005777312710555184,0.001857899597565439,-0.0003315122972041896,0.00803353091841153,0.0010404577827776785,-0.0024175551872358974,0.007042189005397676,-0.009512513955817113,0.006161159563288553
3.812999999999691,0.006074153383675852,0.00845941806755336,0.9999815521601745,-0.005773295890163501,0.0018584091283938146,-0.00033273022787922666,0.00804233427996883,0.0010309375042167044,-0.0024124222750766342,0.007008515000716347,-0.009495511522008667,0.006155765461670175
3.813999999999691,0.006070552765319555,0.008465136206179048,0.9999815740248036,-0.005769274675408637,0.0018589139167393852,-0.00033394557396393355,0.008051095541961312,0.001021434236119873,-0.002407293846761609,0.006974907617711922,-0.009478524139197288,0.006150369989378953
3.814999999999691,0.00606694721141569,0.00847083663741585,0.9999815959064118,-0.005765249087324807,0.0018594139710817552,-0.00033515833773168523,0.008059814787701838,0.0010119479634982402,-0.002402169903420906,0.006941366773895553,-0.009461551811323502,0.006144973157768552
3.8159999999996908,0.0060633367418209206,0.008476519279884668,0.9999816178048251,-0.005761219146904586,0.001859909299893086,-0.000336368521456364,0.008068492100400048,0.0010024786713585317,-0.002397050446175414,0.00690789238681825,-0.009444594542289407,0.006139574978176284
3.8169999999996906,0.006059721376357989,0.008482184053348205,0.9999816397198705,-0.005757184875098958,0.0018603999116380938,-0.00033757612741235543,0.008077127563162418,0.0009930263447031835,-0.0023919354761368417,0.0068744843740709966,-0.009427652335958742,0.006134175461923105
3.8179999999996905,0.0060561011348157215,0.00848783087870064,0.999981661651375,-0.005753146292817364,0.0018608858147740471,-0.0003387811578745437,0.008085721258992304,0.0009835909685303808,-0.0023868249944077294,0.006841142653284848,-0.00941072519615695,0.006128774620313634
3.8189999999996904,0.0060524760369490525,0.008493459677957385,0.999981683599166,-0.0057491034209277555,0.001861367017750764,-0.00033998361511830707,0.008094273270789997,0.000974172527834098,-0.0023817190020814596,0.006807867142131028,-0.009393813126671252,0.0061233724646361475
3.8199999999996903,0.006048846102479045,0.008499070374244943,0.9999817055630712,-0.0057450562802566505,0.0018618435290106107,-0.00034118350141951393,0.008102783681352772,0.0009647710076041377,-0.0023766175002422705,0.006774657758321059,-0.009376916131250718,0.0061179690061625965
3.82099999999969,0.006045211351092907,0.008504662891790837,0.9999817275429189,-0.005741004891589179,0.0018623153569884985,-0.00034238081905451793,0.008111252573374939,0.0009553863928261707,-0.002371520489965268,0.006741514419606843,-0.009360034213606335,0.0061125642561486076
