t,e_norm,omega_norm,q0,q1,q2,q3,omega0,omega1,omega2,u0,u1,u2,phi,sigma,mismatch
0.01800000000000001,0.3849833663525063,0.34910669537345473,0.9229235112575104,0.3849770156017125,-0.0021409806378517478,0.0005531983507118706,0.25218905813632925,-0.1925059980881914,0.1456626390360772,-2.1307337249369334,0.4,-0.3,-0.14047592638429562,0.22740235271359863,0.08692642632930302
0.01900000000000001,0.3850997299761143,0.3468613769566482,0.9228749633467819,0.3850926698504926,-0.0022576648083301567,0.0005836134927084043,0.2495326378499265,-0.19209139378417583,0.14542067908647696,-2.1307337249369334,0.4,-0.3,-0.13543235558255662,0.22723600268372196,0.09180364710116534
0.02000000000000001,0.38521489221710353,0.34462261175338876,0.9228268997023036,0.38520708689040073,-0.0023741118149958494,0.0006139937588088929,0.24687619087169974,-0.1916769681561554,0.14517861685135036,-2.1307337249369334,0.4,-0.3,-0.1303837954212932,0.22706970728389064,0.09668591186259747
0.02100000000000001,0.3853288530326852,0.3423905284144131,0.9227793208674083,0.3853202669265821,-0.002490321754404173,0.0006443389416934268,0.24421971725339087,-0.19126272070139624,0.14493645270419223,-2.1307337249369334,0.4,-0.3,-0.12533025960373323,0.22690347935778393,0.1015732197540507
0.022000000000000013,0.385441612379632,0.3401652585782413,0.9227322273802891,0.3854322101622769,-0.0026062947230217114,0.000674648834314913,0.24156321704674066,-0.19084865091679204,0.14469418701824724,-2.1307337249369334,0.4,-0.3,-0.1202717621239998,0.22673733204764013,0.10646556992364033
0.023000000000000013,0.38555317021426394,0.33794693694355693,0.9226856197740002,0.38554291679881664,-0.0027220308172245205,0.000704923229898846,0.23890669030348885,-0.19043475829886558,0.1444518201665107,-2.1307337249369334,0.4,-0.3,-0.11520831727433059,0.22657127880148767,0.11136296152715708
0.024000000000000014,0.38566352649243485,0.3357357013430094,0.9226394985764587,0.38565238703562066,-0.0028375301332963687,0.0007351619219430803,0.2362501370753739,-0.1900210423437704,0.1442093525217295,-2.1307337249369334,0.4,-0.3,-0.11013993965243687,0.22640533338051838,0.1162653937280815
0.025000000000000015,0.3857726811695183,0.33353169281843026,0.9225938643104458,0.38576062107019293,-0.0029527927674269845,0.0007653647042176001,0.23359355741413299,-0.18960750254729247,0.1439667844564029,-2.1307337249369334,0.4,-0.3,-0.10506664416900097,0.22623950986660218,0.12117286569760122
0.026000000000000016,0.3858806342003943,0.3313350556974489,0.9225487174936083,0.38586761909811845,-0.0030678188157103083,0.0007955313707642902,0.2309369513715019,-0.18919413840485172,0.14372411634278343,-2.1307337249369334,0.4,-0.3,-0.09998844605532112,0.22607382266994205,0.12608537661462094
0.027000000000000017,0.3859873855394359,0.3291459376714901,0.9225040586384599,0.38597338131306,-0.0031826083741427523,0.0008256617158967054,0.22828031899921492,-0.1887809494115037,0.14348134855287772,-2.1307337249369334,0.4,-0.3,-0.09490536087108775,0.22590828653686695,0.1310029256657792
0.028000000000000018,0.38609293514049536,0.3269644898751312,0.9224598882523821,0.38607790790675484,-0.0032971615386214645,0.0008557555341998398,0.22562366034900486,-0.18836793506194122,0.14323848145844742,-2.1307337249369334,0.4,-0.3,-0.08981740451230072,0.2257429165577608,0.13592551204546008
0.02900000000000002,0.38619728295689165,0.32479086696679055,0.9224162068376264,0.38618119906901127,-0.003411478404942599,0.0008858126205298951,0.22296697547260289,-0.18795509485049597,0.14299551543100997,-2.1307337249369334,0.4,-0.3,-0.08472459321931658,0.2255777281751249,0.1408531349558083
0.03000000000000002,0.38630042894139666,0.3226252272107124,0.9223730148913145,0.3862832549877056,-0.0035255590687995916,0.000915832770014049,0.2203102644217384,-0.18754242827114007,0.14275245084183952,-2.1307337249369334,0.4,-0.3,-0.07962694358502728,0.22541273719176957,0.1457857936067423
0.03100000000000002,0.38640237304622266,0.32046773256021044,0.9223303129054405,0.3863840758487788,-0.003639403625781444,0.0009458157780502231,0.21765352724813905,-0.18712993481748777,0.1425092880619678,-2.1307337249369334,0.4,-0.3,-0.07452447256316572,0.22524795977913237,0.15072348721596665
0.03200000000000002,0.38650311522300934,0.31831854874212057,0.9222881013668719,0.38648366183623334,-0.003753012171371009,0.0009757614403068496,0.21499676400353063,-0.186717613982797,0.14226602746218497,-2.1307337249369334,0.4,-0.3,-0.0694171974767305,0.22508341248571673,0.15566621500898623
0.03300000000000002,0.38660265542281075,0.31617784534241117,0.9222463807573503,0.38658201313213,-0.003866384800943287,0.001005669552722638,0.21233997473963695,-0.18630546525997096,0.1420226694130405,-2.1307337249369334,0.4,-0.3,-0.0643051360265274,0.22491911224564648,0.16061397621911908
0.03400000000000002,0.38670099359608323,0.31404579589288684,0.9222051515534936,0.3866791299165848,-0.0039795216097637245,0.0010355399115063416,0.20968315950817978,-0.18589348814155987,0.14177921428484402,-2.1307337249369334,0.4,-0.3,-0.05918830629982169,0.2247550763873303,0.1655667700875086
0.035000000000000024,0.3867981296926722,0.3119225779589163,0.9221644142267965,0.38677501236776607,-0.004092422692986519,0.0010653723131365236,0.20702631836087884,-0.18548168211976238,0.14153566244766616,-2.1307337249369334,0.4,-0.3,-0.054066726779089996,0.22459132264222773,0.17052459586313773
0.036000000000000025,0.3868940636618004,0.3098083732281048,0.9221241692436322,0.3868696606618911,-0.004205088145652932,0.0010951665543613217,0.20436945134945161,-0.18507004668642735,0.1412920142713395,-2.1307337249369334,0.4,-0.3,-0.04894041635087143,0.22442786915371069,0.17548745280283926
0.037000000000000026,0.38698879545205517,0.3077033675998203,0.922084417065253,0.38696307497322335,-0.004317518062689603,0.0011249224321982134,0.20171255852561334,-0.18465858133305535,0.14104827012545934,-2.1307337249369334,0.4,-0.3,-0.04380939431469877,0.22426473448600961,0.18045534017131085
0.03800000000000003,0.38708232501137635,0.3056077512754753,0.9220451581477923,0.38705525547406944,-0.004429712538906879,0.0011546397439337807,0.19905563994107695,-0.18424728555080028,0.14080443037938464,-2.1307337249369334,0.4,-0.3,-0.038673680392110166,0.22410193763323571,0.18542825724112555
0.03900000000000003,0.38717465228704423,0.3035217188494509,0.922006392942265,0.38714620233477615,-0.004541671668997135,0.0011843182871234736,0.1963986956475529,-0.18383615883047105,0.1405604954022389,-2.1307337249369334,0.4,-0.3,-0.03353329473572275,0.22393949802846722,0.19040620329274446
0.04000000000000003,0.38726577722566774,0.30144546940054107,0.9219681218945694,0.38723591572372756,-0.004653395547533116,0.0012139578595913747,0.19374172569674925,-0.1834252006625331,0.14031646556291094,-2.1307337249369334,0.4,-0.3,-0.02838825793835803,0.22377743555288798,0.19538917761452995
0.04100000000000003,0.38735569977317225,0.29937920658378,0.9219303454454877,0.38732439580734224,-0.004764884268966273,0.0012435582594299615,0.19108473014037136,-0.18301441053710998,0.1400723412300559,-2.1307337249369334,0.4,-0.3,-0.0232385910422091,0.22361577054496412,0.20037717950275502
0.04200000000000003,0.38744441987478806,0.2973231387225027,0.9218930640306874,0.3874116427500702,-0.004876137927625111,0.0012731192849998701,0.1884277090301221,-0.18260378794398507,0.13982812277209605,-2.1307337249369334,0.4,-0.3,-0.018084315548026586,0.2234545238096443,0.20537020826161773
0.04300000000000003,0.3875319374750387,0.29527747890047384,0.9218562780807227,0.38749765671439024,-0.0049871566177135404,0.0013026407349296574,0.18577066241770157,-0.18219333237260307,0.13958381055722158,-2.1307337249369334,0.4,-0.3,-0.01292545342431542,0.22329371662756675,0.21036826320325133
0.04400000000000003,0.3876182525177295,0.29324244505390396,0.9218199880210353,0.3875824378608073,-0.005097940433309235,0.0013321224081155633,0.1831135903548071,-0.18178304331207162,0.13933940495339164,-2.1307337249369334,0.4,-0.3,-0.007762027116519188,0.22313337076425516,0.21537134364773597
0.04500000000000003,0.3877033649459361,0.29121826006315676,0.9217841942719557,0.3876659863478496,-0.005208489468361998,0.0013615641037212731,0.18045649289313312,-0.18137292025116292,0.1390949063283351,-2.1307337249369334,0.4,-0.3,-0.002594059556173478,0.22297350847928374,0.22037944892311026
0.046000000000000034,0.3877872747019927,0.2892051518439328,0.9217488972487038,0.38774830233206564,-0.005318803816692124,0.0013909656211776777,0.1777993700843712,-0.18096296267831533,0.13885031504955145,-2.1307337249369334,0.4,-0.3,0.0025784258299934026,0.22281415253538964,0.22539257836538304
0.047000000000000035,0.3878699817274817,0.2872033534376953,0.9217140973613908,0.38782938596802213,-0.005428883571988784,0.0014203267601826364,0.17514222198020987,-0.18055317008163493,0.1386056314843117,-2.1307337249369334,0.4,-0.3,0.007755405111032315,0.22265532620751038,0.2304107313185427
0.048000000000000036,0.3879514859632218,0.28521310310108716,0.9216797950150193,0.3879092374083008,-0.0055387288278084,0.0014496473207007365,0.17248504863233466,-0.18014354194889715,0.13836085599965928,-2.1307337249369334,0.4,-0.3,0.012936853842850898,0.22249705329171962,0.23543390713457052
0.04900000000000004,0.3880317873492578,0.2832346443940643,0.9216459906094858,0.3879878568034965,-0.0056483396775730355,0.0014789271029630549,0.1698278500924279,-0.1797340777675483,0.13811598896241084,-2.1307337249369334,0.4,-0.3,0.01812274705941319,0.22233935811403532,0.24046210517344851
0.05000000000000004,0.38811088582484876,0.281268226266451,0.9216126845395799,0.38806524430221373,-0.005757716214568782,0.0015081659074669173,0.16717062641216873,-0.17932477702470723,0.13787103073915719,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.22218226553906947,0.22218226553906947,0.0
0.05100000000000004,0.38818885170598605,0.2795131540205791,0.9215798475504919,0.3881414703443027,-0.005866864109450247,0.0015373657001688974,0.1648185426671229,-0.17893394988042077,0.13764117423143715,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.21761966218300705,0.22204574125505094,0.004426079072043909
0.05200000000000004,0.38826575530293367,0.2777676887360454,0.9215474503567587,0.3882166053571814,-0.0059757890256179405,0.0015665284629894469,0.16246643519199688,-0.17854326739070925,0.1374112368448046,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.21305303254022098,0.2219096465250714,0.008856613984850397
0.05300000000000004,0.3883415965453946,0.2760320127595642,0.9215154933003428,0.38829064946814246,-0.006084491045291486,0.0015956540207389801,0.1601143040330659,-0.1781527291294909,0.13718121888880191,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.20848239534987137,0.2217739995486537,0.013291604198782335
0.05400000000000004,0.388416375362572,0.2743063120177297,0.921483976719184,0.3883636028029177,-0.006192970250579651,0.0016247421984514029,0.1577621492366031,-0.1777623346704274,0.1369511206727963,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.2039077697025728,0.22163881888305897,0.017731049180486173
0.05500000000000004,0.3884900916831606,0.2725907760635717,0.9214529009471996,0.38843546548567603,-0.006301226723479086,0.0016537928213839251,0.15540997084887948,-0.177372083586925,0.13672094250598046,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.19932917504503825,0.2215041234479375,0.022174948402899235
0.05600000000000004,0.3885627454353379,0.27088559812159063,0.9214222663142848,0.38850623763902153,-0.006409260545873069,0.0016828057150168755,0.1530577689161638,-0.17698197545213568,0.13649068469737324,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.19474663118456784,0.22136993252982803,0.026623301345260197
0.057000000000000044,0.3886343365467556,0.26919097513107926,0.9213920731463144,0.3885759193839917,-0.006517071799530254,0.0017117807050535147,0.15070554348472257,-0.17659200983895845,0.13626034755582025,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.19016015829337243,0.22123626578648573,0.0310761074931133
0.058000000000000045,0.38870486494453066,0.26750710778752507,0.9213623217651427,0.38864451084005563,-0.006624660566103425,0.0017407176174198489,0.14835329460081995,-0.17620218632004042,0.13602993138999453,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.18556977691269883,0.22110314325101785,0.035533366338319036
0.059000000000000045,0.3887743305552376,0.26583420058187657,0.9213330124886044,0.388712012125112,-0.006732026927128253,0.001769616278264443,0.14600102231071774,-0.17581250446777807,0.1357994365083972,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.1809755079567463,0.22097058533580644,0.039995077379060134
0.060000000000000046,0.3888427333048994,0.2641724618374442,0.921304145630516,0.38877842335548757,-0.0068391709640220595,0.0017984765139582339,0.14364872666067527,-0.17542296385431835,0.13556886321935813,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.17637737271634407,0.2208386128361941,0.044461240119850025
0.06100000000000005,0.38891007311897957,0.26252210374419255,0.9212757215006754,0.3888437446459351,-0.00694609275808258,0.0018272981510943419,0.14129640769694943,-0.17503356405155995,0.1353382118310365,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.17177539286236954,0.22070724693390903,0.048931854071539486
0.06200000000000005,0.38897634992237395,0.26088334239016997,0.9212477404048636,0.3889079761096319,-0.007052792390486736,0.001856081016487885,0.13894406546579455,-0.1746443046311544,0.13510748265142158,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.16716959044888036,0.22057650920020397,0.053406918751323605
0.06300000000000004,0.3890415636394021,0.2592563977898063,0.9212202026448448,0.388971117858178,-0.00715926994228941,0.00188482493717579,0.13659170001346232,-0.17425518516450736,0.1348766759883333,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.16255998791593135,0.2204464215986817,0.05788643368275034
0.06400000000000004,0.38910571419379986,0.2576414939087976,0.9211931085183677,0.38903317000159443,-0.007265525494422224,0.0019135297404166062,0.13423931138620185,-0.17386620522277965,0.1346457921494229,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.15794660809205308,0.2203170064877797,0.062370398395726626
0.06500000000000004,0.38916880150871047,0.2560388586852821,0.9211664583191651,0.38909413264832143,-0.00737155912769232,0.0019421952536903147,0.13188689963025946,-0.17347736437688857,0.13441483144217362,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.15332947419635762,0.22018828662288345,0.06685881242652583
0.06600000000000004,0.38923082550667754,0.25444872404699886,0.9211402523369557,0.3891540059052171,-0.007477370922781153,0.0019708213046981432,0.1295344647918788,-0.173088662197509,0.13418379417390128,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.1487086098402443,0.22006028515803866,0.07135167531779434
0.06700000000000005,0.3892917861096366,0.25287132592410677,0.9211144908574445,0.3892127898775556,-0.00758296096024328,0.001999407721362376,0.12718200691730067,-0.17270009825507468,0.13395268065175506,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.14408403902867073,0.219933025647229,0.07584898661855827
0.06800000000000005,0.3893516832389074,0.25130690425732727,0.9210891741623227,0.3892704846690255,-0.007688329320505155,0.002027954331826166,0.12482952605276303,-0.17231167211977919,0.133721491182718,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.13945578616095566,0.21980653204518644,0.08035074588423076
0.06900000000000005,0.3894105168151863,0.24975570300106215,0.9210643025292695,0.38932709038172825,-0.007793476083863929,0.002056460964453346,0.1224770222445009,-0.17192338336157728,0.1334902260736078,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.1348238760310811,0.21968082870769937,0.08485695267661829
0.07000000000000005,0.3894682867585383,0.2482179701211232,0.9210398762319518,0.3893826071161768,-0.00789840133048626,0.00208492744782824,0.12012449553874638,-0.17153523155018607,0.13325888563107738,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.13018833382745454,0.21955594039138146,0.08936760656392692
0.07100000000000005,0.38952499298838983,0.2466939575866987,0.9210158955400254,0.3894370349712937,-0.00800310514040711,0.0021133536107554745,0.11777194598172853,-0.17114721625508614,0.1330274701616155,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.12554918513209534,0.2194318922528648,0.09388270712076946
0.07200000000000005,0.389580635423521,0.24518392135616854,0.9209923607191353,0.38949037404441006,-0.008107587593528573,0.002141739282259789,0.11541937361967337,-0.1707593370455227,0.13279597997154757,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.12090645591920589,0.21930870984737735,0.09840225392817147
0.07300000000000005,0.3896352139820581,0.24368812135636847,0.9209692720309163,0.38954262443126364,-0.008211848769618682,0.0021700842915858476,0.1130667784988038,-0.17037159349050685,0.13256441536703614,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.11626017255308921,0.2191864191266659,0.10292624657357669
0.07400000000000005,0.38968872858146636,0.24220682145489314,0.920946629732994,0.38959378622599766,-0.008315888748310234,0.0021983884681980484,0.11071416066533955,-0.16998398515881666,0.13233277665408166,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.1116103617853682,0.2190650464362225,0.10745468465085428
0.07500000000000005,0.3897411791385425,0.24074028942501652,0.9209244340789849,0.3896438595211593,-0.008419707609099613,0.002226651641780336,0.10836152016549719,-0.1695965116189984,0.1321010641385231,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.10695705075146811,0.2189446185117729,0.1119875677603048
0.07600000000000005,0.3897925655694077,0.23928879690279972,0.9209026853184973,0.3896928444076983,-0.008523305431345624,0.0022548736422360106,0.10600885704548998,-0.16920917243936773,0.1318692781260386,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.10230026696631858,0.21882516247498385,0.11652489550866527
0.07700000000000005,0.38984288778950005,0.23785261933594865,0.9208813836971315,0.3897407409749655,-0.008626682294268325,0.0022830542996875387,0.10365617135152792,-0.16882196718801076,0.13163741892214614,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.09764003831922884,0.2187067058283449,0.12106666750911606
0.07800000000000006,0.38989214571356773,0.23643203592397596,0.9208605294564809,0.38978754931071163,-0.008729838276947866,0.0023111934444763646,0.10130346312981764,-0.16843489543278536,0.13140548683220418,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.09297639306789543,0.21858927644918147,0.12561288338128604
0.07900000000000006,0.38994033925566174,0.23502732954921823,0.9208401228341322,0.38983326950108577,-0.00883277345832333,0.002339290907162719,0.09895073242656238,-0.16804795674132225,0.1311734821614124,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.08830935983149435,0.2184729025827527,0.13016354275125835
0.08000000000000006,0.38998746832912917,0.2336387866982555,0.920820164063666,0.3898779016306342,-0.008935487917191579,0.0023673465185254303,0.09659797928796195,-0.16766115068102616,0.13094140521481218,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.08363896758281406,0.21835761283439015,0.1347186452515761
0.08100000000000006,0.3900335328466061,0.2322666973732781,0.9208006533746572,0.38992144578229904,-0.009037981732206112,0.0023953601095617343,0.09424520376021264,-0.16727447681907706,0.1307092562972875,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.07896524563938287,0.21824343616063085,0.13927819052124799
0.08200000000000006,0.39007853272001075,0.23091135499294843,0.920781590992676,0.38996390203741704,-0.009140254981875914,0.002423331511487085,0.09189240588950724,-0.16688793472243127,0.1304770357135654,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.0742882236535472,0.21813040185930022,0.143842178205753
0.08300000000000006,0.3901224678605367,0.22957305628230734,0.9207629771392878,0.3900052704757183,-0.009242307744564316,0.0024512605557349626,0.08953958572203494,-0.16650152395782264,0.1302447437682167,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.06960793160145282,0.2180185395584991,0.14841060795704628
0.08400000000000006,0.3901653381786465,0.22825210115128117,0.920744812032054,0.3900455511753251,-0.00934414009848786,0.002479147073956687,0.0871867433039813,-0.16611524409176373,0.13001238076565677,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.06492439977088724,0.21790787920445137,0.15298347943356413
0.08500000000000006,0.39020714358406433,0.22694879256135475,0.9207270958845327,0.39008474421275047,-0.009445752121715162,0.0025069908980212235,0.08483387868152822,-0.16572909469054697,0.12977994701014597,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.06023765874793796,0.21779845104816764,0.15756079230022968
0.08600000000000006,0.39024788398577,0.2256634363799878,0.9207098289062787,0.3901228496628974,-0.009547143892165795,0.0025347918600149965,0.08248099190085391,-0.16534307532024584,0.12954744280579056,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.05554773940242699,0.21769028563088377,0.16214254622845678
0.08700000000000006,0.39028755929199205,0.22439634122236699,0.9206930113028445,0.39015986759905746,-0.009648315487609157,0.002562549792241697,0.08012808300813277,-0.16495718554671596,0.12931486845654316,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.05085467287207751,0.21758341376823273,0.16672874089615522
0.08800000000000006,0.3903261694102017,0.22314781828010655,0.9206766432757804,0.39019579809290966,-0.009749266985663349,0.0025902645272220933,0.07777515204953546,-0.16457142493559637,0.12908222426620353,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.04615849054537499,0.21747786653311152,0.17131937598773653
0.08900000000000007,0.3903637142471061,0.22191818113653156,0.920660725022635,0.39023064121451956,-0.00984999846379407,0.002617935897693841,0.07542219907122875,-0.1641857930523106,0.1288495105384192,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.0414592240430893,0.2173736752372062,0.1759144511941169
0.09000000000000007,0.3904001937086419,0.22070774556820666,0.9206452567369556,0.3902643970323378,-0.00995050999931349,0.002645563736611292,0.07306922411937554,-0.16380028946206787,0.1286167275766861,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.03675690519841787,0.2172708714111416,0.18051396621272373
0.09100000000000007,0.39043560769996943,0.21951682933240407,0.9206302386082893,0.3902970656131995,-0.010050801669379161,0.002673147877145305,0.0707162272401348,-0.16341491372986425,0.12838387568434934,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.03205156603572645,0.21716948678322512,0.18511792074749867
0.09200000000000007,0.39046995612546614,0.21834575194024,0.9206156708221823,0.3903286470223229,-0.010150873550992904,0.002700688152683055,0.06836320847966151,-0.1630296654204838,0.1281509551646037,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.02734323874785405,0.2170695532567571,0.18972631450890304
0.09300000000000007,0.39050323888872046,0.21719483441525014,0.9206015535601811,0.3903591413233086,-0.010250725720999707,0.0027281843968278447,0.0660101678841067,-0.16264454409849977,0.12791796632049443,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.022631955671964715,0.21697110288588525,0.19433914721392054
0.09400000000000007,0.390535455892526,0.2160643990372202,0.9205878869998328,0.39038854857813843,-0.010350358256086638,0.002755636443398911,0.06365710549961727,-0.1622595493282757,0.1276849094549179,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.01791774926392095,0.216874167849985,0.19895641858606405
0.09500000000000007,0.39056660703887486,0.21495476907113703,0.9205746713146855,0.39041686884717436,-0.010449771232781752,0.002783044126431238,0.061304021372336065,-0.1618746806739666,0.12745178487062217,-1.8866022300331924,0.38168041890768956,-0.281774725108182,-0.013200652071173824,0.21677878042655113,0.2035781283553773
